,state,stateabb,year,binge_all,binge_male,binge_female,poverty
417663,Arkansas,AR,2017,True,True,False,False
417669,Delaware,DE,2012,True,False,True,False
417680,District of Columbia,DC,2017,True,True,False,False
417698,Connecticut,CT,2015,True,False,True,False
417713,Alaska,AK,2014,True,False,True,False
417723,Arizona,AZ,2015,True,True,False,False
417769,Iowa,IA,2019,True,True,False,False
417785,Georgia,GA,2019,True,False,True,False
417790,Illinois,IL,2017,True,True,False,False
417838,Iowa,IA,2015,True,False,True,False
417924,Connecticut,CT,2015,True,True,False,False
417939,Arizona,AZ,2012,True,True,False,False
417963,Alaska,AK,2019,True,False,True,False
417967,Delaware,DE,2013,True,False,True,False
417975,Kentucky,KY,2015,True,False,True,False
417997,Arizona,AZ,2018,True,True,False,False
418007,United States,US,2014,True,True,False,False
418021,Arkansas,AR,2011,True,False,True,False
418034,Arizona,AZ,2017,True,True,False,False
418102,Kansas,KS,2012,True,False,True,False
418178,Connecticut,CT,2018,True,False,True,False
418215,District of Columbia,DC,2019,True,True,False,False
418231,Connecticut,CT,2011,True,True,False,False
418241,Kansas,KS,2017,True,True,False,False
418255,Florida,FL,2018,True,False,True,False
418273,Illinois,IL,2013,True,True,False,False
418282,Arizona,AZ,2014,True,False,True,False
418287,Delaware,DE,2016,True,True,False,False
418338,Wisconsin,WI,2012,True,True,False,False
418378,Alaska,AK,2014,True,True,False,False
418380,Arkansas,AR,2013,True,True,False,False
418384,Alaska,AK,2018,True,False,True,False
418387,Colorado,CO,2013,True,True,False,False
418400,Kentucky,KY,2011,True,True,False,False
418410,Illinois,IL,2011,True,True,False,False
418415,Kentucky,KY,2014,True,True,False,False
418469,Connecticut,CT,2019,True,False,True,False
418476,Georgia,GA,2015,True,False,True,False
418497,North Carolina,NC,2012,True,False,True,False
418503,Nebraska,NE,2011,True,True,False,False
418509,Oregon,OR,2015,True,False,True,False
418513,Oklahoma,OK,2012,True,False,True,False
418525,Puerto Rico,PR,2019,True,False,True,False
418535,Vermont,VT,2014,True,True,False,False
418536,New Jersey,NJ,2019,True,False,True,False
418542,New Hampshire,NH,2018,True,False,True,False
418558,Utah,UT,2018,True,True,False,False
418559,Virgin Islands,VI,2011,True,False,True,False
418579,Puerto Rico,PR,2018,True,True,False,False
418586,Louisiana,LA,2018,True,True,False,False
418596,Montana,MT,2012,True,False,True,False
418601,North Carolina,NC,2018,True,False,True,False
418604,Wisconsin,WI,2016,True,True,False,False
418632,Guam,GU,2016,True,False,True,False
418634,Virgin Islands,VI,2012,True,True,False,False
418645,Oregon,OR,2012,True,True,False,False
418653,Washington,WA,2015,True,False,True,False
418665,New Jersey,NJ,2012,True,False,True,False
418666,South Dakota,SD,2015,True,False,True,False
418667,New Mexico,NM,2017,True,True,False,False
418669,North Carolina,NC,2016,True,False,True,False
418673,Vermont,VT,2012,True,True,False,False
418677,Utah,UT,2013,True,False,True,False
418679,Nevada,NV,2017,True,False,True,False
418686,Maryland,MD,2013,True,True,False,False
418689,Vermont,VT,2018,True,False,True,False
418702,South Dakota,SD,2017,True,True,False,False
418721,Virginia,VA,2019,True,False,True,False
418734,Vermont,VT,2015,True,True,False,False
418750,New Mexico,NM,2011,True,True,False,False
418756,New Jersey,NJ,2017,True,True,False,False
418762,Utah,UT,2017,True,False,True,False
418770,Utah,UT,2015,True,False,True,False
418778,Massachusetts,MA,2015,True,False,True,False
418782,North Dakota,ND,2017,True,True,False,False
418791,Missouri,MO,2014,True,True,False,False
418810,Maine,ME,2015,True,True,False,False
418824,Vermont,VT,2012,True,False,True,False
418833,Montana,MT,2011,True,True,False,False
418839,North Dakota,ND,2011,True,True,False,False
418841,Wyoming,WY,2014,True,True,False,False
418852,Massachusetts,MA,2017,True,True,False,False
418862,Michigan,MI,2015,True,True,False,False
418863,Guam,GU,2014,True,False,True,False
418865,New Jersey,NJ,2015,True,True,False,False
418872,Virgin Islands,VI,2014,True,True,False,False
418884,Puerto Rico,PR,2012,True,True,False,False
418904,Missouri,MO,2016,True,False,True,False
418909,New Hampshire,NH,2016,True,False,True,False
418911,Virginia,VA,2018,True,False,True,False
418915,North Carolina,NC,2015,True,True,False,False
418916,North Dakota,ND,2013,True,True,False,False
418927,Vermont,VT,2019,True,True,False,False
418938,New Jersey,NJ,2011,True,False,True,False
418946,Maine,ME,2011,True,True,False,False
418957,Montana,MT,2013,True,True,False,False
418959,Vermont,VT,2016,True,False,True,False
418964,Wyoming,WY,2016,True,True,False,False
418965,Massachusetts,MA,2015,True,True,False,False
418971,Missouri,MO,2019,True,False,True,False
418974,Massachusetts,MA,2019,True,False,True,False
418977,Minnesota,MN,2012,True,True,False,False
419021,Virgin Islands,VI,2014,True,True,False,False
419039,Michigan,MI,2016,True,True,False,False
419043,Michigan,MI,2019,True,True,False,False
419044,Virginia,VA,2012,True,True,False,False
419045,Montana,MT,2018,True,True,False,False
419046,New Jersey,NJ,2019,True,True,False,False
419052,North Carolina,NC,2014,True,False,True,False
419067,Washington,WA,2018,True,False,True,False
419099,Puerto Rico,PR,2017,True,False,True,False
419103,North Dakota,ND,2015,True,True,False,False
419181,Vermont,VT,2014,True,False,True,False
419195,Rhode Island,RI,2014,True,True,False,False
419214,Vermont,VT,2011,True,False,True,False
419219,Guam,GU,2019,True,True,False,False
419241,Wyoming,WY,2016,True,False,True,False
419244,Wisconsin,WI,2018,True,True,False,False
419256,North Carolina,NC,2017,True,True,False,False
419257,Maine,ME,2016,True,False,True,False
419258,Nevada,NV,2019,True,False,True,False
419270,Missouri,MO,2018,True,False,True,False
419271,Maryland,MD,2015,True,True,False,False
419278,Washington,WA,2019,True,False,True,False
419285,Tennessee,TN,2012,True,True,False,False
419287,Washington,WA,2012,True,False,True,False
419301,Wisconsin,WI,2019,True,False,True,False
419302,South Dakota,SD,2015,True,True,False,False
419303,Oregon,OR,2017,True,False,True,False
419308,Michigan,MI,2012,True,False,True,False
419318,Puerto Rico,PR,2011,True,False,True,False
419338,Maine,ME,2013,True,True,False,False
419349,Wyoming,WY,2018,True,True,False,False
419353,Wisconsin,WI,2011,True,False,True,False
419366,South Dakota,SD,2014,True,False,True,False
419385,Kentucky,KY,2019,True,True,False,False
419395,Missouri,MO,2014,True,False,True,False
419397,Virgin Islands,VI,2011,True,True,False,False
419401,Tennessee,TN,2014,True,True,False,False
419407,Washington,WA,2013,True,True,False,False
419409,Utah,UT,2019,True,False,True,False
419411,New Hampshire,NH,2015,True,False,True,False
419415,Puerto Rico,PR,2015,True,False,True,False
419433,Virginia,VA,2013,True,True,False,False
419436,New Hampshire,NH,2014,True,False,True,False
419506,Wyoming,WY,2012,True,False,True,False
419509,South Dakota,SD,2013,True,False,True,False
419515,Vermont,VT,2013,True,False,True,False
419519,Vermont,VT,2017,True,True,False,False
419520,Massachusetts,MA,2017,True,False,True,False
419537,Pennsylvania,PA,2012,True,False,True,False
419542,Vermont,VT,2018,True,True,False,False
419545,New Hampshire,NH,2019,True,False,True,False
419560,New Jersey,NJ,2018,True,True,False,False
419566,Rhode Island,RI,2019,True,False,True,False
419579,South Dakota,SD,2018,True,False,True,False
419586,Michigan,MI,2018,True,True,False,False
419594,South Dakota,SD,2011,True,True,False,False
419601,Montana,MT,2017,True,True,False,False
419618,Utah,UT,2019,True,True,False,False
419631,Washington,WA,2016,True,False,True,False
419658,Wyoming,WY,2012,True,True,False,False
419669,Michigan,MI,2017,True,True,False,False
419670,Virginia,VA,2011,True,True,False,False
419683,North Dakota,ND,2019,True,True,False,False
419689,South Dakota,SD,2016,True,False,True,False
419697,Washington,WA,2017,True,False,True,False
419698,Minnesota,MN,2011,True,True,False,False
419705,Washington,WA,2014,True,False,True,False
419706,Puerto Rico,PR,2013,True,False,True,False
419707,Tennessee,TN,2016,True,True,False,False
419734,Missouri,MO,2013,True,False,True,False
419754,New York,NY,2011,True,True,False,False
419759,Massachusetts,MA,2016,True,True,False,False
419763,Nebraska,NE,2013,True,True,False,False
419779,Montana,MT,2014,True,False,True,False
419787,Wyoming,WY,2019,True,True,False,False
419808,Guam,GU,2018,True,False,True,False
419813,South Dakota,SD,2013,True,True,False,False
419820,Missouri,MO,2015,True,False,True,False
419824,South Dakota,SD,2011,True,False,True,False
419827,Utah,UT,2019,True,False,True,False
419845,United States,US,2014,True,True,False,False
419847,New Jersey,NJ,2016,True,True,False,False
419858,West Virginia,WV,2011,True,False,True,False
419864,South Dakota,SD,2012,True,False,True,False
419892,Utah,UT,2011,True,False,True,False
419896,Vermont,VT,2016,True,True,False,False
419897,New Mexico,NM,2012,True,True,False,False
419898,Ohio,OH,2012,True,True,False,False
419899,Montana,MT,2015,True,True,False,False
419907,Missouri,MO,2017,True,False,True,False
419911,Oregon,OR,2011,True,True,False,False
419912,Vermont,VT,2011,True,True,False,False
419917,New Jersey,NJ,2013,True,False,True,False
419925,Louisiana,LA,2012,True,True,False,False
419957,Washington,WA,2015,True,True,False,False
419986,Wyoming,WY,2014,True,False,True,False
419990,Wisconsin,WI,2019,True,True,False,False
419995,Missouri,MO,2012,True,False,True,False
420014,New Mexico,NM,2018,True,True,False,False
420019,Vermont,VT,2013,True,True,False,False
420023,United States,US,2016,True,False,True,False
420034,Puerto Rico,PR,2016,True,True,False,False
420044,Oregon,OR,2019,True,False,True,False
420056,Nebraska,NE,2015,True,True,False,False
420058,South Dakota,SD,2019,True,True,False,False
420060,Washington,WA,2011,True,False,True,False
420068,Utah,UT,2019,True,True,False,False
420095,Nebraska,NE,2014,True,False,True,False
420132,New Jersey,NJ,2014,True,True,False,False
420136,Utah,UT,2018,True,False,True,False
420154,New Hampshire,NH,2017,True,False,True,False
420169,New Hampshire,NH,2012,True,False,True,False
420171,Nevada,NV,2012,True,True,False,False
420177,Montana,MT,2016,True,False,True,False
420181,United States,US,2011,True,True,False,False
420189,Puerto Rico,PR,2014,True,True,False,False
420202,Michigan,MI,2014,True,True,False,False
420239,Wisconsin,WI,2014,True,True,False,False
420251,West Virginia,WV,2017,True,False,True,False
420253,Montana,MT,2018,True,False,True,False
420274,Ohio,OH,2019,True,True,False,False
420282,South Carolina,SC,2011,True,True,False,False
420292,Massachusetts,MA,2018,True,True,False,False
420294,Wyoming,WY,2018,True,False,True,False
420303,Guam,GU,2015,True,True,False,False
420307,Nebraska,NE,2018,True,False,True,False
420321,West Virginia,WV,2016,True,False,True,False
420323,New York,NY,2011,True,False,True,False
420324,South Carolina,SC,2016,True,True,False,False
420340,Oklahoma,OK,2016,True,True,False,False
420343,Rhode Island,RI,2016,True,True,False,False
420344,Guam,GU,2019,True,False,True,False
420357,Virginia,VA,2012,True,False,True,False
420362,Oklahoma,OK,2014,True,True,False,False
420368,Virginia,VA,2017,True,False,True,False
420382,Rhode Island,RI,2011,True,False,True,False
420410,Tennessee,TN,2012,True,False,True,False
420421,Tennessee,TN,2017,True,False,True,False
420471,Massachusetts,MA,2019,True,True,False,False
420472,Nebraska,NE,2011,True,True,False,False
420480,Michigan,MI,2012,True,True,False,False
420481,Minnesota,MN,2017,True,False,True,False
420482,Nevada,NV,2014,True,False,True,False
420496,United States,US,2012,True,False,True,False
420511,Oklahoma,OK,2015,True,True,False,False
420525,Tennessee,TN,2015,True,False,True,False
420559,Vermont,VT,2018,True,False,True,False
420571,Mississippi,MS,2014,True,False,True,False
420573,Montana,MT,2012,True,False,True,False
420603,Utah,UT,2013,True,True,False,False
420614,Nevada,NV,2011,True,False,True,False
420633,Ohio,OH,2017,True,True,False,False
420676,Mississippi,MS,2012,True,False,True,False
420687,Rhode Island,RI,2014,True,True,False,False
420697,Virginia,VA,2015,True,False,True,False
420706,South Dakota,SD,2019,True,False,True,False
420741,Texas,TX,2012,True,False,True,False
420746,Nevada,NV,2014,True,True,False,False
420762,Missouri,MO,2018,True,True,False,False
420769,West Virginia,WV,2012,True,False,True,False
420779,Nebraska,NE,2011,True,False,True,False
420788,Minnesota,MN,2019,True,False,True,False
420820,Nevada,NV,2012,True,False,True,False
420838,Guam,GU,2017,True,True,False,False
420856,Nebraska,NE,2016,True,False,True,False
420872,Missouri,MO,2016,True,True,False,False
420876,Oklahoma,OK,2012,True,True,False,False
420877,Puerto Rico,PR,2016,True,False,True,False
420892,Wisconsin,WI,2015,True,False,True,False
420896,New Mexico,NM,2013,True,True,False,False
420907,Texas,TX,2018,True,False,True,False
420914,Pennsylvania,PA,2018,True,False,True,False
420918,Oklahoma,OK,2018,True,True,False,False
420941,Utah,UT,2015,True,True,False,False
420960,New Jersey,NJ,2015,True,False,True,False
420962,Nevada,NV,2013,True,False,True,False
420971,New Mexico,NM,2015,True,True,False,False
420975,West Virginia,WV,2014,True,False,True,False
420980,West Virginia,WV,2019,True,False,True,False
420982,Puerto Rico,PR,2014,True,False,True,False
421015,Utah,UT,2017,True,True,False,False
421040,South Carolina,SC,2015,True,True,False,False
421046,New Jersey,NJ,2017,True,False,True,False
421084,New Mexico,NM,2018,True,False,True,False
421097,West Virginia,WV,2015,True,True,False,False
421106,Pennsylvania,PA,2014,True,False,True,False
421113,Puerto Rico,PR,2012,True,False,True,False
421115,Nebraska,NE,2017,True,False,True,False
421119,Massachusetts,MA,2012,True,True,False,False
421126,South Carolina,SC,2019,True,True,False,False
421130,New Mexico,NM,2014,True,True,False,False
421144,South Dakota,SD,2017,True,False,True,False
421158,Montana,MT,2019,True,False,True,False
421167,Oregon,OR,2013,True,True,False,False
421177,Wisconsin,WI,2017,True,False,True,False
421180,New Mexico,NM,2019,True,True,False,False
421200,West Virginia,WV,2017,True,True,False,False
421201,Puerto Rico,PR,2018,True,False,True,False
421215,Nebraska,NE,2019,True,True,False,False
421222,New York,NY,2014,True,True,False,False
421238,Maryland,MD,2019,True,True,False,False
421245,New Mexico,NM,2012,True,False,True,False
421247,West Virginia,WV,2018,True,False,True,False
421274,Texas,TX,2014,True,False,True,False
421289,United States,US,2019,True,False,True,False
421292,Rhode Island,RI,2018,True,True,False,False
421295,Oklahoma,OK,2013,True,True,False,False
421301,Nebraska,NE,2017,True,True,False,False
421309,Nebraska,NE,2012,True,False,True,False
421311,Tennessee,TN,2014,True,False,True,False
421317,Michigan,MI,2014,True,False,True,False
421320,Texas,TX,2016,True,False,True,False
421356,New York,NY,2016,True,True,False,False
421357,Louisiana,LA,2016,True,True,False,False
421359,United States,US,2018,True,False,True,False
421382,New Mexico,NM,2016,True,True,False,False
421408,Nebraska,NE,2015,True,False,True,False
421409,Virginia,VA,2016,True,False,True,False
421440,Ohio,OH,2016,True,True,False,False
421441,South Carolina,SC,2017,True,True,False,False
421447,Minnesota,MN,2015,True,False,True,False
421451,United States,US,2015,True,True,False,False
421469,Mississippi,MS,2016,True,False,True,False
421501,Missouri,MO,2012,True,True,False,False
421503,Utah,UT,2011,True,True,False,False
421505,United States,US,2017,True,True,False,False
421512,Utah,UT,2016,True,True,False,False
421529,Michigan,MI,2011,True,True,False,False
421555,New York,NY,2012,True,True,False,False
421590,Virginia,VA,2011,True,False,True,False
421594,Washington,WA,2013,True,False,True,False
421606,Oklahoma,OK,2011,True,True,False,False
421615,Texas,TX,2018,True,True,False,False
421633,Michigan,MI,2013,True,True,False,False
421666,Nebraska,NE,2019,True,False,True,False
421708,Ohio,OH,2014,True,True,False,False
421722,New Hampshire,NH,2012,True,False,True,False
421725,Virginia,VA,2013,True,False,True,False
421727,Minnesota,MN,2013,True,False,True,False
421747,Nevada,NV,2015,True,False,True,False
421762,Nebraska,NE,2013,True,False,True,False
421763,Guam,GU,2017,True,False,True,False
421793,Mississippi,MS,2018,True,False,True,False
421799,South Carolina,SC,2014,True,True,False,False
421805,Maryland,MD,2017,True,True,False,False
421815,Vermont,VT,2019,True,False,True,False
421834,New York,NY,2015,True,False,True,False
421845,South Carolina,SC,2013,True,True,False,False
421848,New Mexico,NM,2014,True,False,True,False
421862,Wisconsin,WI,2013,True,False,True,False
421869,Virgin Islands,VI,2012,True,True,False,False
421881,West Virginia,WV,2013,True,True,False,False
421883,Guam,GU,2015,True,False,True,False
421887,Montana,MT,2015,True,True,False,False
421890,Tennessee,TN,2016,True,False,True,False
421896,Tennessee,TN,2019,True,False,True,False
421898,South Carolina,SC,2012,True,True,False,False
421901,New York,NY,2018,True,True,False,False
421918,Massachusetts,MA,2014,True,True,False,False
421934,Louisiana,LA,2014,True,True,False,False
421949,West Virginia,WV,2019,True,True,False,False
421951,Ohio,OH,2018,True,True,False,False
421952,Pennsylvania,PA,2016,True,False,True,False
421959,New Mexico,NM,2016,True,False,True,False
421970,Tennessee,TN,2013,True,False,True,False
421985,Oregon,OR,2011,True,True,False,False
421993,New Jersey,NJ,2018,True,False,True,False
421997,South Dakota,SD,2017,True,True,False,False
422005,Pennsylvania,PA,2014,True,True,False,False
422026,Pennsylvania,PA,2012,True,True,False,False
422034,New Mexico,NM,2018,True,True,False,False
422053,Montana,MT,2013,True,False,True,False
422059,Kentucky,KY,2019,True,False,True,False
422085,South Dakota,SD,2018,True,True,False,False
422087,Washington,WA,2011,True,False,True,False
422093,Missouri,MO,2018,True,False,True,False
422103,Maryland,MD,2019,True,False,True,False
422104,Guam,GU,2015,True,False,True,False
422106,Tennessee,TN,2018,True,False,True,False
422118,South Carolina,SC,2018,True,False,True,False
422131,Michigan,MI,2016,True,False,True,False
422133,West Virginia,WV,2015,True,False,True,False
422153,New Hampshire,NH,2016,True,True,False,False
422204,Oklahoma,OK,2013,True,False,True,False
422215,Montana,MT,2019,True,True,False,False
422222,Tennessee,TN,2014,True,True,False,False
422230,Texas,TX,2018,True,False,True,False
422252,New York,NY,2016,True,False,True,False
422258,Minnesota,MN,2015,True,True,False,False
422262,Nebraska,NE,2012,True,True,False,False
422287,Vermont,VT,2016,True,True,False,False
422294,Virgin Islands,VI,2011,True,False,True,False
422296,South Carolina,SC,2019,True,False,True,False
422305,New Mexico,NM,2012,True,True,False,False
422319,New Jersey,NJ,2013,True,False,True,False
422335,Massachusetts,MA,2016,True,False,True,False
422338,Utah,UT,2011,True,False,True,False
422358,Louisiana,LA,2016,True,False,True,False
422365,Missouri,MO,2013,True,True,False,False
422374,Oregon,OR,2013,True,False,True,False
422378,Virginia,VA,2011,True,True,False,False
422385,Michigan,MI,2018,True,True,False,False
422413,South Dakota,SD,2016,True,True,False,False
422419,Guam,GU,2017,True,False,True,False
422428,Missouri,MO,2012,True,False,True,False
422444,Missouri,MO,2019,True,True,False,False
422452,Montana,MT,2017,True,True,False,False
422474,Nebraska,NE,2015,True,True,False,False
422478,New Hampshire,NH,2018,True,True,False,False
422489,Montana,MT,2014,True,False,True,False
422497,Minnesota,MN,2011,True,True,False,False
422552,Minnesota,MN,2013,True,True,False,False
422565,Utah,UT,2017,True,True,False,False
422579,Nebraska,NE,2013,True,True,False,False
422587,Montana,MT,2016,True,False,True,False
422588,West Virginia,WV,2013,True,False,True,False
422620,Puerto Rico,PR,2012,True,False,True,False
422629,Montana,MT,2011,True,False,True,False
422637,Louisiana,LA,2012,True,False,True,False
422640,Michigan,MI,2011,True,False,True,False
422656,New Jersey,NJ,2011,True,False,True,False
422671,Virginia,VA,2013,True,True,False,False
422680,Tennessee,TN,2019,True,True,False,False
422684,Louisiana,LA,2014,True,False,True,False
422708,South Carolina,SC,2014,True,False,True,False
422714,Maryland,MD,2017,True,False,True,False
422718,South Dakota,SD,2013,True,True,False,False
422722,Michigan,MI,2013,True,False,True,False
422728,United States,US,2013,True,False,True,False
422747,Puerto Rico,PR,2018,True,False,True,False
422760,New York,NY,2018,True,False,True,False
422764,Nebraska,NE,2014,True,True,False,False
422777,United States,US,2019,True,False,True,False
422779,Utah,UT,2014,True,False,True,False
422780,Pennsylvania,PA,2016,True,True,False,False
422791,Oregon,OR,2019,True,True,False,False
422810,South Carolina,SC,2012,True,False,True,False
422819,Tennessee,TN,2013,True,True,False,False
422826,South Dakota,SD,2011,True,True,False,False
422831,Montana,MT,2015,True,False,True,False
422839,South Carolina,SC,2017,True,False,True,False
422848,New Jersey,NJ,2019,True,True,False,False
422864,South Carolina,SC,2018,True,True,False,False
422871,South Carolina,SC,2016,True,False,True,False
422876,Vermont,VT,2014,True,False,True,False
422879,Washington,WA,2017,True,False,True,False
422889,South Carolina,SC,2011,True,False,True,False
422899,Oregon,OR,2011,True,False,True,False
422903,Massachusetts,MA,2018,True,False,True,False
422944,Guam,GU,2012,True,True,False,False
422982,South Dakota,SD,2015,True,True,False,False
423004,Oklahoma,OK,2014,True,False,True,False
423010,Oregon,OR,2015,True,True,False,False
423012,Virginia,VA,2017,True,True,False,False
423022,Montana,MT,2011,True,True,False,False
423029,Tennessee,TN,2012,True,True,False,False
423031,Texas,TX,2019,True,False,True,False
423044,Tennessee,TN,2017,True,True,False,False
423055,Puerto Rico,PR,2014,True,False,True,False
423067,Texas,TX,2017,True,False,True,False
423086,New Hampshire,NH,2016,True,False,True,False
423097,New Jersey,NJ,2015,True,True,False,False
423099,Washington,WA,2019,True,False,True,False
423105,Massachusetts,MA,2019,True,False,True,False
423110,Massachusetts,MA,2015,True,True,False,False
423115,Virginia,VA,2019,True,True,False,False
423124,Tennessee,TN,2015,True,True,False,False
423129,Missouri,MO,2019,True,False,True,False
423132,Wyoming,WY,2018,True,True,False,False
423136,New Jersey,NJ,2013,True,True,False,False
423153,Virgin Islands,VI,2016,True,True,False,False
423157,Montana,MT,2013,True,True,False,False
423164,Missouri,MO,2014,True,False,True,False
423167,North Dakota,ND,2011,True,False,True,False
423184,Rhode Island,RI,2011,True,True,False,False
423187,Vermont,VT,2012,True,False,True,False
423189,Michigan,MI,2016,True,True,False,False
423191,Montana,MT,2012,True,True,False,False
423206,Massachusetts,MA,2017,True,False,True,False
423211,Missouri,MO,2016,True,False,True,False
423254,Montana,MT,2018,True,True,False,False
423260,Michigan,MI,2018,True,False,True,False
423265,Vermont,VT,2012,True,True,False,False
423271,New Mexico,NM,2012,True,False,True,False
423273,Minnesota,MN,2017,True,True,False,False
423287,Utah,UT,2013,True,False,True,False
423289,Tennessee,TN,2018,True,True,False,False
423297,Vermont,VT,2018,True,True,False,False
423317,Nebraska,NE,2016,True,True,False,False
423331,United States,US,2017,True,False,True,False
423335,Virginia,VA,2015,True,True,False,False
423344,Nebraska,NE,2013,True,False,True,False
423358,Massachusetts,MA,2015,True,False,True,False
423360,South Dakota,SD,2019,True,True,False,False
423366,Minnesota,MN,2011,True,False,True,False
423372,United States,US,2018,True,True,False,False
423384,Utah,UT,2012,True,False,True,False
423407,Guam,GU,2019,True,False,True,False
423412,Utah,UT,2015,True,False,True,False
423413,Minnesota,MN,2019,True,True,False,False
423421,Tennessee,TN,2011,True,True,False,False
423422,Puerto Rico,PR,2016,True,False,True,False
423431,South Carolina,SC,2015,True,False,True,False
423436,Montana,MT,2017,True,False,True,False
423438,New Jersey,NJ,2017,True,True,False,False
423443,Montana,MT,2016,True,True,False,False
423460,Michigan,MI,2014,True,True,False,False
423496,Michigan,MI,2012,True,False,True,False
423497,Utah,UT,2017,True,False,True,False
423525,North Dakota,ND,2013,True,False,True,False
423537,Wisconsin,WI,2011,True,False,True,False
423565,Montana,MT,2014,True,True,False,False
423586,Nevada,NV,2013,True,True,False,False
423593,Oklahoma,OK,2016,True,False,True,False
423603,Guam,GU,2012,True,False,True,False
423629,Vermont,VT,2014,True,True,False,False
423632,New Jersey,NJ,2019,True,False,True,False
423633,South Dakota,SD,2014,True,True,False,False
423635,Oklahoma,OK,2018,True,False,True,False
423638,Oklahoma,OK,2012,True,False,True,False
423650,New Hampshire,NH,2018,True,False,True,False
423660,Oregon,OR,2017,True,True,False,False
423686,Rhode Island,RI,2013,True,False,True,False
423729,New Jersey,NJ,2011,True,True,False,False
423746,Virgin Islands,VI,2018,True,True,False,False
423762,Washington,WA,2012,True,True,False,False
423783,Pennsylvania,PA,2018,True,True,False,False
423791,Washington,WA,2015,True,False,True,False
423798,Massachusetts,MA,2012,True,False,True,False
423844,Wisconsin,WI,2013,True,False,True,False
423846,Missouri,MO,2014,True,True,False,False
423856,New Mexico,NM,2019,True,False,True,False
423860,Rhode Island,RI,2017,True,False,True,False
423875,Guam,GU,2013,True,False,True,False
423883,New Mexico,NM,2014,True,False,True,False
423888,New Hampshire,NH,2014,True,True,False,False
423893,Wisconsin,WI,2017,True,False,True,False
423901,Rhode Island,RI,2019,True,True,False,False
423909,Utah,UT,2016,True,False,True,False
423914,Virgin Islands,VI,2015,True,False,True,False
423926,Texas,TX,2011,True,False,True,False
423931,Massachusetts,MA,2017,True,True,False,False
423937,United States,US,2011,True,False,True,False
423941,South Carolina,SC,2012,True,True,False,False
423949,Washington,WA,2018,True,True,False,False
423954,Rhode Island,RI,2014,True,False,True,False
423961,Virginia,VA,2018,True,False,True,False
423962,New Hampshire,NH,2019,True,True,False,False
424022,North Dakota,ND,2019,True,False,True,False
424043,Nebraska,NE,2017,True,False,True,False
424055,West Virginia,WV,2015,True,False,True,False
424075,Virgin Islands,VI,2017,True,False,True,False
424092,Guam,GU,2013,True,False,True,False
424098,Virginia,VA,2011,True,False,True,False
424108,South Carolina,SC,2011,True,True,False,False
424122,New York,NY,2011,True,False,True,False
424123,Nebraska,NE,2019,True,False,True,False
424125,Ohio,OH,2016,True,False,True,False
424135,Montana,MT,2013,True,False,True,False
424139,Texas,TX,2014,True,False,True,False
424142,Texas,TX,2017,True,True,False,False
424145,Texas,TX,2012,True,True,False,False
424152,Oklahoma,OK,2014,True,True,False,False
424168,United States,US,2018,True,False,True,False
424179,Michigan,MI,2016,True,False,True,False
424182,Mississippi,MS,2016,True,True,False,False
424224,Nebraska,NE,2017,True,True,False,False
424229,United States,US,2016,True,True,False,False
424234,South Carolina,SC,2014,True,True,False,False
424244,Texas,TX,2016,True,False,True,False
424256,Missouri,MO,2016,True,True,False,False
424262,Michigan,MI,2014,True,False,True,False
424274,Tennessee,TN,2019,True,True,False,False
424286,Texas,TX,2013,True,False,True,False
424294,Missouri,MO,2015,True,True,False,False
424315,Nevada,NV,2012,True,False,True,False
424319,Ohio,OH,2014,True,False,True,False
424330,Rhode Island,RI,2016,True,False,True,False
424338,Nebraska,NE,2019,True,True,False,False
424342,Virgin Islands,VI,2013,True,False,True,False
424348,Utah,UT,2012,True,True,False,False
424349,Nevada,NV,2015,True,True,False,False
424359,Nebraska,NE,2015,True,False,True,False
424363,Ohio,OH,2012,True,False,True,False
424367,Ohio,OH,2019,True,False,True,False
424374,South Dakota,SD,2012,True,True,False,False
424385,New Jersey,NJ,2016,True,False,True,False
424394,Missouri,MO,2017,True,True,False,False
424407,Utah,UT,2011,True,True,False,False
424411,New Mexico,NM,2016,True,False,True,False
424454,Missouri,MO,2012,True,True,False,False
424465,Utah,UT,2014,True,True,False,False
424471,Guam,GU,2011,True,False,True,False
424472,South Carolina,SC,2013,True,False,True,False
424478,New Mexico,NM,2018,True,False,True,False
424486,Ohio,OH,2017,True,False,True,False
424491,New Jersey,NJ,2014,True,False,True,False
424510,New Mexico,NM,2014,True,True,False,False
424534,Washington,WA,2013,True,False,True,False
424535,Mississippi,MS,2018,True,True,False,False
424541,West Virginia,WV,2011,True,True,False,False
424556,Rhode Island,RI,2015,True,True,False,False
424567,Virgin Islands,VI,2017,True,True,False,False
424574,Virginia,VA,2016,True,False,True,False
424627,New Mexico,NM,2016,True,True,False,False
424629,Minnesota,MN,2013,True,True,False,False
424658,Virginia,VA,2013,True,False,True,False
424671,Rhode Island,RI,2013,True,True,False,False
424672,Rhode Island,RI,2018,True,True,False,False
424676,Massachusetts,MA,2014,True,False,True,False
424684,New Hampshire,NH,2012,True,True,False,False
424695,Virgin Islands,VI,2019,True,False,True,False
424699,Rhode Island,RI,2017,True,True,False,False
424711,Louisiana,LA,2018,True,False,True,False
424722,Texas,TX,2019,True,True,False,False
424724,Wisconsin,WI,2014,True,False,True,False
424734,Oklahoma,OK,2012,True,True,False,False
